COMMUNE,WILAYA,LATITUDE,LONGITUDE
EL KOUIF,TEBESSA,35.500823,8.321967
OUED SEBBAH,AIN-TEMOUCHENT,35.4036087,-0.802459
IN AMENAS,ILLIZI,28.0386648,9.5761505
MECHTRASS,TIZI-OUZOU,36.5438917,4.011092
TERGA,AIN-TEMOUCHENT,35.4181291,-1.1782222
RAMKA,RELIZANE,35.8669131,1.2836132
BOUHACHANA,GUELMA,36.2984694,7.4744504
BENI MESTER,TLEMCEN,34.8704485,-1.4210036
SED RAHAL,DJELFA,33.7457193,3.5676602
SEFIANE,BATNA,35.4379384,5.5597763
EL KANTARA,BISKRA,35.2231152,5.7092844
BAZER SAKRA,SETIF,36.1163229,5.7111139
SOUK EL KHEMIS,BOUIRA,36.3912273,3.631778
SIDI AHMED,SAIDA,34.5372597,0.2266086
HACINE,MASCARA,35.4572062,-0.0024555
MOUSSADEK,CHLEF,36.3510426,1.0168894
EL HOUAMED,MSILA,35.167244,4.5596132
DIRAH,BOUIRA,35.9976386,3.7542319
CHAREF,DJELFA,34.6270918,2.8059171
SIDI SAADA,RELIZANE,35.675994,0.3414394
MANSOURAH,MOSTAGANEM,35.8637284,0.2475903
TASKRIOUT,BEJAIA,36.5558587,5.2799112
BEN ALLAL,AIN-DEFLA,36.311118,2.1639492
BRIDA,LAGHOUAT,33.906785,1.7837801
DERRAG,MEDEA,35.9079962,2.3881316
AIN ROUA,SETIF,36.3343734,5.1836626
BELAIBA,MSILA,35.527774,5.1546938
ERG FERRADJ,BECHAR,31.035729,-2.7896737
BOUHATEM,MILA,36.314608,6.0521801
HERENFA,CHLEF,36.2428312,1.0602519
ABDELMALEK RAMDANE,MOSTAGANEM,36.1052802,0.2734995
BENI KHELLAD,TLEMCEN,35.18283,-1.5846786
TAMRIDJET,BEJAIA,36.5721683,5.3746744
IMSOUHAL,TIZI-OUZOU,36.5802779,4.3927117
SIDI ALI MELLAL,TIARET,35.6006223,1.1674239
OULED HEBABA,SKIKDA,36.5037216,6.9583356
BENZOUH,MSILA,35.4567182,4.1027402
ZEDDINE,AIN-DEFLA,36.1562103,1.8201697
NEGRINE,TEBESSA,34.4855133,7.5219594
IRDJEN,TIZI-OUZOU,36.6683028,4.1464762
AIN MELLOUK,MILA,36.273988,6.1447568
TAIBET,TOUGGOURT,33.0979751,6.4050945
BENI ZMENZER,TIZI-OUZOU,36.6370642,4.039063
MAARIF,MSILA,35.3646164,4.2958888
OULED DEIDE,MEDEA,36.112135,3.0142787
MAAMORA,SAIDA,34.600538,0.5253817
AIN BOUYAHIA,AIN-DEFLA,36.2878137,1.7658713
ARBAOUAT,EL-BAYADH,33.0882649,0.5812401
SIDI NAAMANE,TIZI-OUZOU,36.7586177,3.9814233
DOUIS,DJELFA,34.2617665,2.7589342
OULED MANSOUR,MSILA,35.7314425,4.3867504
EL FEDJOUDJ BOUGHRARA SAOUDI,OUM EL-BOUAGHI,35.7103668,6.8193521
OULED AISSA,BOUMERDES,36.8064756,3.8093139
TARIK IBN ZIAD,AIN-DEFLA,35.9886074,2.1444273
TAMESGUIDA,MEDEA,36.3223888,2.6895235
MELAAB,TISSEMSILT,35.7176605,1.3230934
MEKMEN BEN AMAR,NAAMA,33.8449135,-0.7605891
HAMMAM GUERGOUR,SETIF,36.3222697,5.0548526
AIT MAHMOUD,TIZI-OUZOU,36.6101802,4.119514
SERDJ EL GHOUL,SETIF,36.4778394,5.5804802
EL OGLA EL MALHA,TEBESSA,35.1331931,8.0066489
BENI KSILA,BEJAIA,36.881989,4.6643892
BENDAOUD,BORDJ-BOU-ARRERIDJ,36.0515335,4.1723061
HANANCHA,SOUK-AHRAS,36.2603074,7.7930747
AIN TAREK,RELIZANE,35.781388,1.1302226
AIT BOUMAHDI,TIZI-OUZOU,36.4988813,4.2019993
SEGGANA,BATNA,35.3641602,5.5719001
AIN RAHMA,RELIZANE,35.6237721,0.393045
GUERNINI,DJELFA,35.1687715,2.7876915
KSAR BELEZMA,BATNA,35.6762717,5.9021516
EL HARMILIA,OUM EL-BOUAGHI,35.9250906,6.6223907
AIN ZITOUN,OUM EL-BOUAGHI,35.7137192,7.0576594
OUED BERKECHE,AIN-TEMOUCHENT,35.2085599,-0.9691829
AIN SIDI CHERIF,MOSTAGANEM,35.814396,0.139876
TAOUILA,LAGHOUAT,33.8541515,1.845551
GUERTOUFA,TIARET,35.4492532,1.167637
HAMMAMET,TEBESSA,35.4492907,7.9503219
ZOUBIRIA,MEDEA,36.0697903,2.9044757
TADJROUNA,LAGHOUAT,33.55447,2.0639215
EL MENAOUER,MASCARA,35.528555,0.4340311
BENI LAHCENE,TISSEMSILT,35.7913877,1.7162134
FOUGHALA,BISKRA,34.7309552,5.3260042
BOUSSELAM,SETIF,36.4939112,5.0067912
EL GHICHA,LAGHOUAT,33.8750888,2.1395264
TADMIT,DJELFA,34.2900968,2.9443456
HAMALA,MILA,36.571449,6.3391852
OULED MAAREF,MEDEA,35.8156097,3.0336045
RAHBAT,BATNA,35.7128568,5.6562846
SFISSIFA,NAAMA,32.7879643,-1.0150328
AIN LAGRADJ,SETIF,36.4111145,4.9033097
TIT,ADRAR,26.9383021,1.4910197
TAGUEDIT,BOUIRA,35.953245,3.9556239
BIR BEN ABED,MEDEA,36.1925121,3.4197517
GUIGBA,BATNA,35.7341561,5.5896477
OULED ATTIA,SKIKDA,36.9949643,6.3424894
CHENTOUF,AIN-TEMOUCHENT,35.3043747,-1.0291377
SALI,ADRAR,26.9612527,-0.0251553
DEHAMCHA,SETIF,36.3835662,5.5924952
AIN KEBIRA,TLEMCEN,35.0259971,-1.6817375
AZIZ,MEDEA,35.8239347,2.4517089
BOUDERBALA,BOUIRA,36.5808208,3.5099986
EL GUEITNA,MASCARA,35.4084418,-0.0524258
OULED GACEM,OUM EL-BOUAGHI,36.0327241,6.6880676
AIN FETAH,TLEMCEN,34.9710827,-1.6437806
TAMSA,MSILA,35.2030498,3.925728
TELLA,SETIF,36.00827,5.7188856
EL OUELDJA,SETIF,36.088243,5.9221989
EL FEHOUL,TLEMCEN,35.1379542,-1.2832125
HARBIL,SETIF,36.3473445,4.9251967
TAGLAIT,BORDJ-BOU-ARRERIDJ,35.7719161,5.0011451
TARMOUNT,MSILA,35.8190907,4.2859961
REGGANE,ADRAR,26.7207267,0.1751507
AKERROU,TIZI-OUZOU,36.8074389,4.4421846
OUED LILLI,TIARET,35.5070619,1.2673933
ROUINA,AIN-DEFLA,36.2448216,1.8055909
ASLA,NAAMA,32.718689,-0.1574112
TAGHZOUT,BOUIRA,36.407633,3.958772
OULED TEBBEN,SETIF,35.787703,5.0998466
BOUZEGZA KEDDARA,BOUMERDES,36.6250914,3.4807733
BENI MEZLINE,GUELMA,36.4703791,7.6210166
OULED BRAHEM,BORDJ-BOU-ARRERIDJ,35.896618,5.0804017
SIDI MEDJAHED,TLEMCEN,34.7532818,-1.6244529
AZAILS,TLEMCEN,34.6542249,-1.4228284
SI MAHDJOUB,MEDEA,36.1613133,2.7215517
BELLAA,SETIF,36.220694,5.8690571
DJAAFRA,BORDJ-BOU-ARRERIDJ,36.2895829,4.6261691
BOUCHTATA,SKIKDA,36.8168179,6.780452
KERZAZ,BÉNI ABBÈS,29.8816803,-0.8889016
OUMACHE,BISKRA,34.6952035,5.6991395
MOGHRAR,NAAMA,32.4487848,-0.537516
SIDI  ABDELGHANI,TIARET,35.2087327,1.6768434
TIMOKTEN,ADRAR,27.0214579,1.0140877
ERRAGUENE,JIJEL,36.5864588,5.5812865
RAS EL AIN AMIROUCHE,MASCARA,35.6242443,-0.2129037
OULED BOUDJEMAA,AIN-TEMOUCHENT,35.4718663,-1.1926145
SIDI DJILLALI,TLEMCEN,34.4168289,-1.4953807
AIN ZAATOUT,BISKRA,35.146374,5.8373678
MAACEM,TISSEMSILT,35.6415775,1.5435717
TASSADANE HADDADA,MILA,36.5016155,5.8787288
SIDI SEMIANE,TIPAZA,36.4998942,2.066288
SIDI BOUZID,LAGHOUAT,34.3265059,2.195601
SIDI HADJERES,MSILA,35.7013305,4.0641659
SIDI BAKHTI,TIARET,35.2367811,0.9967505
AMMAL,BOUMERDES,36.6333486,3.5913032
SEBAA CHIOUKH,TLEMCEN,35.1564008,-1.3605746
BOUIRA LAHDAB,DJELFA,35.2156173,3.1179793
DOUAR EL MA,EL-OUED,33.3738476,7.6857696
SIDI KHELLIL,EL-OUED,36.6436139,2.8472391
EL BORMA,OUARGLA,31.5948858,9.1635246
CHEGUIG,EL-BAYADH,33.9829587,1.1229566
TAMOKRA,BEJAIA,36.3980867,4.6671349
BOUMIA,BATNA,35.7060716,6.4674757
TAXLENT,BATNA,35.6055933,5.800679
TALMINE,TIMIMOUN,29.3296013,-0.4986259
AIN OUKSIR,MEDEA,35.8536954,3.4698518
OULED ADDOUANE,SETIF,36.3375879,5.4374755
TESMART,BORDJ-BOU-ARRERIDJ,36.274077,4.7966871
TIFFECH,SOUK-AHRAS,36.1917829,7.7860128
KIMMEL,BATNA,35.2166875,6.5449007
BOUZEDJAR,AIN-TEMOUCHENT,35.5802687,-1.14895
LAZROU,BATNA,35.8073846,6.225302
AIN SANDEL,GUELMA,36.2430823,7.5132309
BENI ILMENE,MSILA,35.9443702,4.0809144
GHARROUS,MASCARA,35.141443,0.4672959
CHEFIA,EL-TARF,36.6597886,8.1068702
DREA,SOUK-AHRAS,36.1222482,7.8838947
AIN MADHI,LAGHOUAT,33.797062,2.3059156
KHALOUIA,MASCARA,35.464391,0.2984598
EL HAOUCH,BISKRA,34.5609494,6.0459519
KEF LAKHDAR,MEDEA,35.9282204,3.2928163
IDJEUR,TIZI-OUZOU,36.673917,4.536323
MFATHA,MEDEA,35.8833487,2.9363668
RAS EL AGBA,GUELMA,36.3685377,7.1986405
EL AOUINET,MEDEA,35.8932925,3.035866
TAYA,SETIF,35.9584611,5.9675897
AIN ERRICH,MSILA,34.4921828,4.047132
OULED AISSA,TIMIMOUN,29.4235586,-0.0891357
OUED EL ALENDA,EL-OUED,33.2308061,6.7613731
DJEMORAH,BISKRA,35.0689799,5.8448638
OULED DRISS,SOUK-AHRAS,36.3574912,8.0255425
AIN SOLTANE,SAIDA,34.9801657,0.3235537
TIZI MAHDI,MEDEA,36.2029612,2.7754465
OUED GHOUSSINE,CHLEF,36.4934787,1.4520393
MTARFA,MSILA,35.6888728,4.6525054
SIDI LAZREG,RELIZANE,35.6459245,0.7790301
MAOUKLANE,SETIF,36.424463,5.1138394
TIOUT,NAAMA,32.7750253,-0.4136828
IN AMGUEL,TAMANRASSET,23.6909837,5.1509434
THENIET EL ABED,BATNA,35.3334047,6.317364
HAMRAIA,EL-OUED,34.1103311,6.2299381
TIMEZRIT,BOUMERDES,36.6642218,3.7884864
BOURACHED,AIN-DEFLA,36.16983,1.9321167
EL OGLA,EL-OUED,33.2465995,6.9460807
SERAIDI,ANNABA,36.9115192,7.6752692
GOSBAT,BATNA,35.616384,5.470852
DOUI THABET,SAIDA,34.8930236,-0.0102394
DAR BEN ABDELLAH,RELIZANE,35.6981857,0.6876224
TIGHANIMINE,BATNA,35.1853431,6.249225
BENI HOCINE,SETIF,36.259056,5.1123686
TAZROUK,TAMANRASSET,23.4196225,6.2658907
CHIR,BATNA,35.2179401,6.132079
SELMANA,DJELFA,34.0307982,3.7265198
DOUAOUDA,ALGER,36.6864788,2.7961382
SIDI AYAD,BEJAIA,36.6119158,4.7151737
AIT R_ZINE,BEJAIA,36.368882,4.4866713
FOUM TOUB,BATNA,35.404396,6.5503509
DJEBILET ROSFA,TIARET,34.8464075,0.7943003
SAFSAF EL OUESRA,TEBESSA,34.9564825,8.2071255
BOULHAF DYR,TEBESSA,35.4883881,8.0696888
TAZGAIT,MOSTAGANEM,36.1273895,0.5439889
MAAMORA,BOUIRA,36.0331234,3.5514666
OUED MZI,LAGHOUAT,33.9208548,2.4348727
BEIDHA,LAGHOUAT,34.5285165,2.1555661
BESBES,OULED DJELLAL,34.1650307,4.9990113
FAIDJA,TIARET,34.8927319,1.961051
SEBSEB,GHARDAIA,32.1674106,3.587195
AMOURA,DJELFA,34.3543114,3.8708648
TILATOU,BATNA,35.3292158,5.7931239
GUETTARA,DJELFA,33.2917532,4.4125973
SIDI ZIANE,MEDEA,36.0353418,3.2499783
HARAZA,BORDJ-BOU-ARRERIDJ,36.1554527,4.2252617
DECHMIA,BOUIRA,36.1304762,3.5765765
HADJERET ENNOUS,TIPAZA,36.5730902,2.0534126
EL MAIN,BORDJ-BOU-ARRERIDJ,36.382437,4.7442746
HAMMAM MELOUANE,BLIDA,36.4869259,3.0446077
SAFEL EL OUIDEN,SOUK-AHRAS,35.9296248,7.4940406
OULED SIDI AHMED,SETIF,36.420574,5.7284895
OUM ALI,TEBESSA,35.0113285,8.3007443
DEHAHNA,MSILA,35.7334477,5.0300374
KHEDARA,SOUK-AHRAS,36.2941847,8.2581363
SEBGAG,LAGHOUAT,34.0295796,1.9269747
FERKANE,TEBESSA,34.4930295,7.3645623
BENI YENNI,TIZI-OUZOU,36.5829452,4.1964738
HASSASNA,AIN-TEMOUCHENT,35.2474884,-0.9447994
LES EUCALYPTUS,BEJAIA,36.6054437,4.6370324
BOUNOUH,TIZI-OUZOU,36.493265,3.9375656
OUM EL ASSEL,TINDOUF,28.6166225,-6.9797975
DELDOUL,TIMIMOUN,28.7700895,0.0520901
TIRCINE,SAIDA,34.9688799,0.6163804
REMILA,KHENCHELA,35.5871075,6.9034374
EL BNOUD,EL-BAYADH,32.3096365,0.2450916
OULED KHELLOUF,MILA,35.98497,6.0735927
TAMEST,ADRAR,27.4237416,-0.2457959
SIDI DAMED,MEDEA,35.8706851,3.2547826
TIDDA,TIARET,35.6025161,1.2706208
DJEBABRA,BLIDA,36.5835753,3.2689028
SERGHINE,TIARET,35.2543447,2.4856664
BOUDA,ADRAR,28.0051734,-0.4223955
ZERZOUR,MSILA,35.0848905,4.8341773
BENI ZENTIS,RELIZANE,36.1115307,0.6639245
BENYAHIA ABDERRAHMANE,MILA,36.2158595,6.0103474
METARFA,TIMIMOUN,28.5890013,-0.1499377
BENI MILLEUK,TIPAZA,36.4444593,1.7172136
TAGDEMT,TIARET,35.3347734,1.2290501
AIN SOLTANE,SOUK-AHRAS,36.1796759,7.3594933
SEBAA,ADRAR,28.2150178,-0.173775
EL HOUIDJBET,TEBESSA,35.2930512,8.2801524
MAALA,BOUIRA,36.4943805,3.5892339
SOUK EL HAD,RELIZANE,35.9567316,1.2462755
EL HAKIMIA,BOUIRA,36.0911365,3.7804959
CHELIA,KHENCHELA,35.3642294,6.7793901
OUM EL DJALIL,MEDEA,35.8304545,2.6669609
SIDI BELATTAR,MOSTAGANEM,36.0425123,0.2795334
AIN FRASS,MASCARA,35.2052754,-0.1553257
OULED MADHI,MSILA,35.4901754,4.6041787
OUM LAADHAM,DJELFA,33.7200204,4.5309925
METKAOUAK,BATNA,35.3236825,5.0149826
ZBARBAR,BOUIRA,36.4726655,3.513905
BOUKAIS,BECHAR,31.9244504,-2.4678608
MSARA,KHENCHELA,35.2394325,6.5726279
TIMMOUDI,BÉNI ABBÈS,29.321336,-1.1288101
DELDOUL,DJELFA,34.0499446,3.3681607
OULED HELLAL,MEDEA,35.9668362,2.531823
AGHBAL,TIPAZA,36.5028413,1.8458849
AIN BOUDINAR,MOSTAGANEM,35.9885604,0.2157357
MECHRAA HOUARI BOUMEDIENE,BECHAR,30.9320605,-2.7375766
FENOUGHIL,ADRAR,27.6060965,-0.3021104
NAIMA,TIARET,34.8070762,1.7094369
MAGRANE,EL-OUED,33.5625599,6.930939
EL AYADI BARBES,MILA,36.4357774,5.8197886
AISSAOUIA,MEDEA,36.4192489,3.2148733
BENI CHAIB,TISSEMSILT,35.8244324,1.796315
EL MEHARA,EL-BAYADH,33.2678794,0.2035833
OULED BOUACHRA,MEDEA,36.1019093,2.7121868
MADNA,TIARET,34.7539462,0.9831648
KHEMISSA,SOUK-AHRAS,36.1948087,7.6514541
OULED ANTAR,MEDEA,35.9461818,2.6009942
MERIDJA,BECHAR,31.5491648,-2.9473825
BIR FODDA,MSILA,34.815708,3.8554247
STAH GUENTIS,TEBESSA,34.8335854,7.4997884
TIFRA,BEJAIA,36.6663065,4.6974299
CHORFA,MASCARA,35.4306621,-0.2462883
BENI YAGOUB,DJELFA,34.4768743,2.818189
BENI GUECHA,EL-OUED,34.1119474,7.2871813
MZADA,SETIF,36.5458695,5.0839629
KHERRATA,SETIF,36.1935028,5.3549714
BOURAOUI BELHADEF,JIJEL,36.6955352,6.09517
KSABI,BÉNI ABBÈS,29.1270304,-0.9856597
BENI BOUATTAB,CHLEF,35.9902115,1.657264
